Artist,Title,Lyrics
Lana Del Rey,Love,"Look at you, kids, with your vintage music
Comin' through satellites while cruisin'
You're part of the past, but now you're the future
Signals crossing can get confusin'

It's enough just to make you feel crazy, crazy, crazy
Sometimes it's enough just to make you feel crazy

You get ready, you get all dressed up
To go nowhere in particular
Back to work or the coffee shop
Doesn't matter 'cause it's enough
To be young and in love, ah, ah
To be young and in love, ah, ah

Look at you, kids, you know you're the coolest
The world is yours and you can't refuse it
Seen so much, you could get the blues, but
That don't mean that you should abuse it

Though it's enough just to make you go crazy, crazy, crazy
I know, it's enough just to make you go crazy, crazy, crazy
But you get ready, you get all dressed up
To go nowhere in particular
Back to work or the coffee shop
It don't matter because it's enough
To be young and in love, ah, ah
To be young and in love, ah, ah

Hmm (Ah, ah)
Hmm (Ah, ah, ah, ah)
Hmm
Don't worry, baby
Hmm (Ah, ah)
Hmm (Ah, ah, ah, ah)
Hmm
Don't worry, baby

And it's enough just to make me go crazy, crazy, crazy
It's enough just to make me go crazy, crazy, crazy

I get ready, I get all dressed up
To go nowhere in particular
It doesn't matter if I'm not enough
For the future or the things to come
'Cause I'm young and in love, ah, ah
I'm young and in love, ah, ah, ah, ah
Hmm (Ah, ah)
Hmm (Ah, ah, ah, ah)
Hmm
Don't worry, baby
Hmm (Ah, ah)
Hmm (Ah, ah, ah, ah)
Hmm
Don't worry, baby192EmbedShare URLCopyEmbedCopy"
Lana Del Rey,Lust for Life,"Climb up the H of the Hollywood sign (Yeah)
In these stolen moments, the world is mine (Doo-wop, doo-wop)
There's nobody here, just us together (Sha-doop, sha-doop)
Keepin' me hot like July forever
'Cause we're the masters of our own fate
We're the captains of our own souls
There's no way for us to come late
'Cause, boy, we're gold, boy, we're gold
And I was like...

Take off, take off, take off all your clothes
Take off, take off, take off all your clothes
Take off, take off, take off all of your clothes
They say only the good die young
That just ain't right
'Cause we're having too much fun
Too much fun tonight (Yeah)

And a lust for life, and a lust for life
And a lust for life, and a lust for life
Keeps us alive, keeps us alive
Keeps us alive, keeps us alive
And a lust for life, and a lust for life
And a lust for life, and a lust for life
Keeps us alive, keeps us alive
Keeps us alive, keeps us alive
(Then) We dance on the H of the Hollywood sign (Yeah)
'Til we run out of breath, gotta dance 'til we die (Doo-wop, doo-wop)
My boyfriend's back and he's cooler than ever (Sha-doop, sha-doop)
There's no more night, blue skies forever
'Cause we're the masters of our own fate
We're the captains of our own souls
So there's no need for us to hesitate
We're all alone, let's take control
And I was like…

Take off, take off, take off all your clothes
Take off, take off, take off all your clothes
Take off, take off, take off all of your clothes
They say only the good die young
That just ain't right
'Cause we're havin' too much fun
Too much fun tonight (Yeah)

And a lust for life, and a lust for life
And a lust for life, and a lust for life
Keeps us alive, keeps us alive
Keeps us alive, keeps us alive
And a lust for life, and a lust for life
And a lust for life, and a lust for life
Keeps us alive, keeps us alive
Keeps us alive, keeps us alive (Oh)
My boyfriend's back and he's cooler than ever
There's no more night, blue skies forever
I told you twice in our love letter
There's no stopping now, green lights forever
And I was like…

Take off, take off, take off all your clothes
Take off, take off, take off all your clothes
Take off, take off, take off all of your clothes

And a lust for life, and a lust for life
And a lust for life, and a lust for life
Keeps us alive, keeps us alive
Keeps us alive, keeps us alive
And a lust for life, and a lust for life
And a lust for life, and a lust for life
Keeps us alive, keeps us alive
Keeps us alive, keeps us alive (Oh)147EmbedShare URLCopyEmbedCopy"
Lana Del Rey,Born to Die,"Why? (""Got that?"")
Who, me? (""Louder!"")
Why? (""Got that?"")

Feet don't fail me now
Take me to the finish line
Oh, my heart, it breaks every step that I take
But I'm hoping at the gates, they'll tell me that you're mine
Walking through the city streets, is it by mistake or design?
I feel so alone on a Friday night
Can you make it feel like home, if I tell you you're mine?
It's like I told you, honey (""Louder!"")

Don't make me sad, don't make me cry
Sometimes love is not enough and the road gets tough
I don't know why
Keep making me laugh—let's go get high
The road is long, we carry on
Try to have fun in the meantime

Come and take a walk on the wild side
Let me kiss you hard in the pouring rain
You like your girls insane (""Louder!"", ""Alright!"")
Choose your last words, this is the last time
'Cause you and I—we were born to die
Lost, but now I am found
I can see that once I was blind
I was so confused as a little child
Tried to take what I could get, scared that I couldn't find
All the answers I need (""Louder!"")

Don't make me sad, don't make me cry
Sometimes love is not enough and the road gets tough
I don't know why
Keep making me laugh—let's go get high
The road is long, we carry on
Try to have fun in the meantime

Come and take a walk on the wild side
Let me kiss you hard in the pouring rain
You like your girls insane (""Louder!"", ""Alright"")
Choose your last words, this is the last time
'Cause you and I—we were born to die (""Louder!"", ""Got that"")
We were born to die (""Louder!"", ""Alright"")
We were born to die
Come and take a walk on the wild side
Let me kiss you hard in the pouring rain
You like your girls insane
So don't make me sad, don't make me cry
Sometimes love is not enough and the road gets tough
I don't know why
Keep making me laugh—let's go get high
The road is long, we carry on
Try to have fun in the meantime

Come and take a walk on the wild side
Let me kiss you hard in the pouring rain
You like your girls insane (""Louder!"", ""Alright"")
So choose your last words, this is the last time
'Cause you and I—we were born to die

(""Got that?"")
(""Louder!"")
We were born to die
(""Got that?"")
(""Louder!"")
(""Got that?"")
(""Louder!"")
(""Got that?"")
(""Louder!"")
(""Got that?"")
(""Louder!"")346EmbedShare URLCopyEmbedCopy"
Lana Del Rey,Video Games,"Swingin' in the backyard, pull up in your fast car
Whistlin' my name
Open up a beer and you say, ""Get over here
And play a video game""
I'm in his favorite sundress, watching me get undressed
Take that body downtown
I say, ""You the bestest,"" lean in for a big kiss
Put his favorite perfume on
Go play a video game

It's you, it's you, it's all for you
Everything I do
I tell you all the time

Heaven is a place on Earth with you
Tell me all the things you wanna do
I heard that you like the bad girls, honey
Is that true?
It's better than I ever even knew
They say that the world was built for two
Only worth living if somebody is loving you
And baby, now, you do
Hmm, mmm
Singin' in the old bars, swinging with the old stars
Livin' for the fame
Kissin' in the blue dark, playing pool and wild darts
And video games
He holds me in his big arms, drunk and I am seeing stars
This is all I think of
Watchin' all our friends fall in and out of Old Paul's
This is my idea of fun
Playing video games

It's you, it's you, it's all for you
Everything I do
I tell you all the time

Heaven is a place on Earth with you
Tell me all the things you wanna do
I heard that you like the bad girls, honey
Is that true?
It's better than I ever even knew
They say that the world was built for two
Only worth living if somebody is loving you
And baby, now, you do
(N-now, you do, now, you do, now, you do)
(N-now, you do, now, you do, now, you do)

It's you, it's you, it's all for you
Everything I do
I tell you all the time

Heaven is a place on Earth with you
Tell me all the things you wanna do
I heard that you like the bad girls, honey
Is that true?
It's better than I ever even knew
They say that the world was built for two
Only worth living if somebody is loving you
And baby, now, you do

(N-now, you do, now, you do, now, you do)
Hmm, mmm, now, you do
(N-now, you do, now, you do, now, you do)345EmbedShare URLCopyEmbedCopy"
Lana Del Rey,West Coast,"Down on the West coast, they got a sayin'
""If you're not drinkin', then you're not playin'""
But you've got the music
You've got the music in you, don't you?
Down on the West coast, I get this feeling like
It all could happen, that's why I'm leaving
You for the moment, you for the moment
Boy Blue, yeah, you

You're falling hard, I push away, I'm feelin' hot to the touch
You say you miss me and I wanna say I miss you so much
But something keeps me really quiet, I'm alive, I'm a lush
Your love, your love, my love

I can see my baby swinging
His Parliament's on fire and his hands are up
On the balcony and I'm singing
Ooh, baby, ooh, baby, I'm in love
I can see my sweet boy swaying
He's crazy y cubano como yo, la-la
On the balcony and I'm saying
Move, baby, move, baby, I'm in love
I'm in love (I'm in love)
I'm in love (I'm in love)
(Mic-check)
(One, two)
(Two, two)
(Get it, girl)

Down on the West coast, they got their icons
Their silver starlets, their Queens of Saigons
And you've got the music
You've got the music in you, don't you?
Down on the West coast, they love their movies
Their golden gods and Rock 'n' Roll groupies
And you've got the music
You've got the music in you, don't you?

You push it hard, I pull away, I'm feeling hotter than fire
I guess that no one ever really made me feel that much higher
Te deseo, cariño, boy, it's you I desire
Your love, your love, my love

I can see my baby swinging
His Parliament's on fire and his hands are up
On the balcony and I'm singing
Ooh, baby, ooh, baby, I'm in love
I can see my sweet boy swaying
He's crazy y cubano como yo, la-la
On the balcony and I'm saying
Move, baby, move, baby, I'm in love
I can see my baby swinging
His Parliament's on fire and his hands are up
On the balcony and I'm singing
Ooh, baby, ooh, baby, I'm in love
I can see my sweet boy swaying
He's crazy y cubano como yo, la-la
On the balcony and I'm saying
Move, baby, move, baby, I'm in love

I'm in love
I'm in love431EmbedShare URLCopyEmbedCopy"
Lana Del Rey,Norman fucking Rockwell,"Goddamn, man-child
You fucked me so good that I almost said ""I love you""
You're fun and you’re wild
But you don't know the half of the shit that you put me through
Your poetry's bad and you blame the news
But I can’t change that, and I can't change your mood, ah

'Cause you're just a man
It's just what you do
Your head in your hands
As you color me blue
Yeah, you're just a man
All through and through
Your head in your hands
As you color me blue
Blue, blue, blue

Goddamn, man-child
You act like a kid even though you stand six foot two
Self-loathing poet, resident Laurel Canyon know-it-all
You talk to the walls when the party gets bored of you
But I don't get bored, I just see it through
Why wait for the best when I could have you? You?
'Cause you’re just a man
It’s just what you do
Your head in your hands
As you color me blue
Yeah, you're just a man
All through and through
Your head in your hands
As you color me blue
Blue, blue
You make me blue

Blue, blue
Blue, blue, blue
Blue, blue, blue103EmbedShare URLCopyEmbedCopy"
Lana Del Rey,High By The Beach,"High-igh-igh-igh
High-igh-igh-igh

Boy, look at you, lookin' at me
I know you know how I feel
Lovin' you is hard, bein' here's harder
You take the wheel
I don't wanna do this anymore
It's so surreal
I can't survive
If this is all that's real

All I wanna do is get high by the beach
Get high by the beach, get high
All I wanna do is get by by the beach
Get by, baby, baby, bye bye
The truth is I never bought into your bullshit
When you would pay tribute to me 'cause I know that
All I wanted to do was get high by the beach
Get high, baby, baby, bye bye

Boy, look at you, lookin' at me
I know you don't understand
You could be a bad motherfucker
But that don't make you a man
Now you're just another one of my problems
Because you got out of hand
We won't survive
We're sinkin' into the sand
All I wanna do is get high by the beach
Get high by the beach, get high
All I wanna do is get by by the beach
Get by baby, baby, bye bye
The truth is I never bought into your bullshit
When you would pay tribute to me 'cause I know that
All I wanted to do was get high by the beach
Get high, baby, baby, bye bye

Lights, camera, acción
I'll do it on my own
Don't need your money, money
To get me what I want
Lights, camera, acción
I'll do it on my own
Don't need your money, money
To get me what I want

All I wanna do is get high by the beach
Get high by the beach, get high
All I wanna do is get by by the beach
Get by baby, baby, bye bye
The truth is I never bought into your bullshit
When you would pay tribute to me 'cause I know that
All I wanted to do was get high by the beach
Get high, baby, baby, bye bye
High-igh-igh-igh-igh-igh-igh-igh-igh
High-igh-igh-igh-igh-igh
High-igh-igh-igh-igh-igh-igh
High-igh-igh-igh-igh-igh-igh-igh

Anyone can start again
Not through love, but through revenge
Through the fire, we're born again
Peace by vengeance, brings the end
(High-igh-igh-igh)297EmbedShare URLCopyEmbedCopy"
Lana Del Rey,​hope is a dangerous thing for a woman like me to have - but i have it,"I was reading Slim Aarons and I got to thinking that I thought
Maybe I'd get less stressed if I was tested less like
All of these debutantes
Smiling for miles in pink dresses and high heels on white yachts
But I'm not, baby, I'm not
No, I'm not, that, I'm not

I've been tearing around in my fucking nightgown
24/7 Sylvia Plath
Writing in blood on my walls
'Cause the ink in my pen don't work in my notepad
Don't ask if I'm happy, you know that I'm not
But at best, I can say I'm not sad
'Cause hope is a dangerous thing for a woman like me to have
Hope is a dangerous thing for a woman like me to have

I had 15-year dances
Church basement romances, yeah, I've cried
Spilling my guts with the Bowery Bums
Is the only love I've ever known
Except for the stage, which I also call home, when I'm not
Servin' up God in a burnt coffee pot for the triad
Hello, it's the most famous woman you know on the iPad
Calling from beyond the grave, I just wanna say, ""Hi, Dad""
I've been tearing up town in my fucking white gown
Like a goddamn near sociopath
Shaking my ass is the only thing that's
Got this black narcissist off my back
She couldn't care less, and I never cared more
So there's no more to say about that
Except hope is a dangerous thing for a woman like me to have
Hope is a dangerous thing for a woman with my past

There's a new revolution, a loud evolution that I saw
Born of confusion and quiet collusion of which mostly I've known
A modern day woman with a weak constitution, 'cause I've got
Monsters still under my bed that I could never fight off
A gatekeeper carelessly dropping the keys on my nights off

I've been tearing around in my fucking nightgown
24/7 Sylvia Plath
Writing in blood on your walls
'Cause the ink in my pen don't look good in my pad
They write that I'm happy, they know that I'm not
But at best, you can see I'm not sad
But hope is a dangerous thing for a woman like me to have
Hope is a dangerous thing for a woman like me to have
Hope is a dangerous thing for a woman like me to have
But I have it
Yeah, I have it
Yeah, I have it
I have132EmbedShare URLCopyEmbedCopy"
Lana Del Rey,Cherry,"Love (Yeah), I said real love is like feelin' no fear
When you're standin' in the face of danger (Hey)
'Cause you just want it so much
A touch (Yeah) from your real love
Is like heaven takin' the place of somethin' evil (Hey)
And lettin' it burn off from the rush, yeah, yeah (Fuck)

Darlin', darlin', darlin'
I fall to pieces when I'm with you
I fall to pieces
My cherries (Hey) and wine, rosemary and thyme
And all of my peaches are ruined

Love (Yeah), is it real love?
It's like smilin' when the firin' squad's against ya (Hey)
And you just stay lined up, yeah (Fuck)

Darlin', darlin', darlin'
I fall to pieces when I'm with you
I fall to pieces (Bitch)
My cherries (Hey) and wine, rosemary and thyme
And all of my peaches (Can I get a fuckin' hallelujah?)
Are ruined (Bitch) (Lookin' at me like a magazine)
My rose garden dreams (Can I get a fuckin' hallelujah?)
Set on fire by fiends (Sippin' on ya like a Coca-Cola)
And all my black beaches (Can I get a fuckin' hallelujah?)
Are ruined (Lookin' at me like a magazine)
My celluloid scenes (Can I get a fuckin' hallelujah?)
Are torn at the seams (Sippin' on ya like a Coca-Cola, yeah)
And I fall to pieces (Bitch)
(Yeah) I fall to pieces when I'm with you

(Why?) 'Cause I love you so much (Hey)
I fall to pieces
My cherries and wine, rosemary and thyme (Yeah)
And all of my peaches are ruined (Bitch)
Are ruined (Bitch), are ruined (Fuck)103EmbedShare URLCopyEmbedCopy"
Lana Del Rey,Mariners Apartment Complex,"You took my sadness out of context
At the Mariners Apartment Complex
I ain't no candle in the wind
I'm the board, the lightning, the thunder
Kind of girl who's gonna make you wonder
Who you are and who you've been

And who I've been is with you on these beaches
Your Venice bitch, your die-hard, your weakness
Maybe I could save you from your sins
So kiss the sky and whisper to Jesus
My, my, my, you found this, you need this
Take a deep breath, baby, let me in

You lose your way, just take my hand
You're lost at sea, then I'll command your boat to me again
Don't look too far, right where you are, that's where I am
I'm your man
I'm your man

They mistook my kindness for weakness
I fucked up, I know that, but Jesus
Can't a girl just do the best she can?
Catch a wave and take in the sweetness
Think about it, the darkness, the deepness
All the things that make me who I am
And who I am is a big-time believer
That people can change, but you don't have to leave her
When everyone's talking, you can make a stand
'Cause even in the dark, I feel your resistance
You can see my heart burning in the distance
Baby, baby, baby, I'm your man (Yeah)

You lose your way, just take my hand
You're lost at sea, then I'll command your boat to me again
Don't look too far, right where you are, that's where I am
I'm your man
I'm your man

Catch a wave and take in the sweetness
Take in the sweetness
You want this, you need this
Are you ready for it?
Are you ready for it?
Are you ready for it?144EmbedShare URLCopyEmbedCopy"
Lana Del Rey,Venice Bitch,"Fear fun, fear love
Fresh out of fucks forever
Tryin' to be stronger for you
Ice cream, ice queen
I dream in jeans and leather
Live stream, I'm sweet for you

Oh God, miss you on my lips
It's me, your little Venice bitch
On the stoop with the neighborhood kids
Callin' out, bang bang, kiss kiss

You're in the yard, I light the fire
And as the summer fades away
Nothing gold can stay
You write, I tour, we make it work
You're beautiful and I'm insane
We're American-made

Give me Hallmark
One dream, one life, one lover
Paint me happy in blue
Norman Rockwell
No hype under our covers
It's just me and you
Oh God, miss you on my lips
It's me, your little Venice bitch
On the stoop with the neighborhood kids
Callin' out, bang bang, kiss kiss

You're in the yard, I light the fire
And as the summer fades away
Nothing gold can stay
You write, I tour, we make it work
You're beautiful and I'm insane
We're American-made

Oh (Yeah), oh (Yeah), oh (Yeah)
Soundin' off, bang bang, kiss kiss
Oh (Yeah), oh (Yeah), oh (Yeah)
Soundin' off, bang bang, kiss kiss

Oh God, want you on my lips (I do, I do)
It's me, your little Venice bitch (Yes, it is)
On the stoop with the neighborhood kids
Soundin' off, bang bang, kiss kiss
Oh, shatter (Yeah), oh, shatter (Yeah, yeah), oh, shatter (Yeah)
(Soundin' off, bang bang, kiss kiss)
Yeah (Yeah), oh (Yeah), oh (Yeah)
(Soundin' off, bang bang, kiss kiss)
Yeah, yeah

You heard my baby's back in town now
You should come, come over
We'll be hanging around now
You should come, come over

Oh God, I love him on my lips
It's me, your little Venice bitch
Touch me with your fingertips
It's me, your little Venice bitch

Back, back in the garden
We're getting high now because we're older
Me myself, I like diamonds
My baby, crimson and clover

(La-la-la-la-la-la, losers, beautiful losers)
(La-la-la-la-la-la, losers, beautiful, losers)
Wha-wha-wha-wha-whatever
Everything, whatever
Wha-wha-wha-wha-whatever
Everything, whatever

Ah, ah, ah, ah
Ah yeah, ah yeah
(La-la-la-la-la-la, losers, beautiful losers)
Ah yeah, ah
(La-la-la-la-la-la, losers, beautiful losers)
La-la-la-la-la-la, losers, (Yeah) beautiful losers (Yeah)
La-la-la-la-la-la, losers, (Yeah) beautiful losers (Yeah)
La-la-la-la-la-la, losers, beautiful losers
La-la-la-la-la-la, losers, beautiful losers

Back in the garden
We're getting high now because we're older
Me myself, I like diamonds
My baby, crimson and clover

Crimson and clover, honey
Crimson and clover, honey
Crimson and clover, honey
Crimson and clover, honey
Crimson and clover, honey
Crimson and clover, honey
Over and over, honey
Over and over, honey
Over and over, honey
Over and over, honey
Over and over


If you weren't mine, I'd be
Jealous of your love
If you weren't mine, I'd be
Jealous of your love
If you weren't mine, I'd be
Jealous of your love
If you weren't mine, I'd be
Jealous of your love
If you weren't mine, I'd be
Jealous of your love124EmbedShare URLCopyEmbedCopy"
Lana Del Rey,Ultraviolence,"He used to call me DN
That stood for Deadly Nightshade
'Cause I was filled with poison
But blessed with beauty and rage
Jim told me that, he hit me and it felt like a kiss
Jim brought me back, reminded me of when we were kids

With his ultraviolence
Ultraviolence
Ultraviolence
Ultraviolence
I can hear sirens, sirens
He hit me and it felt like a kiss
I can hear violins, violins
Give me all of that ultraviolence

He used to call me poison
Like I was Poison Ivy
I could have died right there
'Cause he was right beside me
Jim raised me up, he hurt me but it felt like true love
Jim taught me that, loving him was never enough
With his ultraviolence
Ultraviolence
Ultraviolence
Ultraviolence
I can hear sirens, sirens
He hit me and it felt like a kiss
I can hear violins, violins
Give me all of that ultraviolence

We could go back to New York
Loving you was really hard
We could go back to Woodstock
Where they don't know who we are
Heaven is on Earth
I would do anything for you, baby
Blessed is this union
Crying tears of gold like lemonade

I love you the first time, I love you the last time
Yo soy la princesa, comprende mis white lines
'Cause I'm your jazz singer and you're my cult leader
I love you forever, I love you forever
With his ultraviolence (Lay me down tonight)
Ultraviolence (In my linen and curls)
Ultraviolence (Lay me down tonight)
Ultraviolence (Riviera Girls)
I can hear sirens, sirens
He hit me and it felt like a kiss
I can hear violins, violins
Give me all of that ultraviolence307EmbedShare URLCopyEmbedCopy"
Lana Del Rey,Carmen,"Darlin', darlin'
Doesn't have a problem
Lyin' to herself
'Cause her liquor's top shelf
It's alarming, honestly
How charming she can be
Fooling everyone
Telling 'em she's having fun

She says, ""You don't want to be like me
Don't wanna see all the things I've seen
I'm dyin', I'm dyin'""
She says, ""You don't want to get this way
Famous and dumb at an early age
Lyin', I'm lyin""

The boys, the girls
They all like Carmen
She gives them butterflies, bats her cartoon eyes
She laughs like God
Her mind's like a diamond
Audiotune lies
She's still shinin'
Like lightning, whoa, whoa
White lightning
Carmen, Carmen
Staying up 'til morning
Only seventeen, but she walks the streets so mean
It's alarming, truly
How disarming you can be
Eatin' soft ice cream
Coney Island queen

She says, ""You don't want to be like me
Lookin' for fun, gettin' high for free
I'm dyin', I'm dyin'""
She says, ""You don't want to get this way
Street walk at night and a star by day
It's tirin', tirin'""

The boys, the girls
They all like Carmen
She gives them butterflies
Bats her cartoon eyes
She laughs like God
Her mind's like a diamond
Audiotune lies
She's still shinin'
Like lightning, whoa, whoa
White lightning
Baby's all dressed up with nowhere to go
That's the little story of the girl you know
Relying on the kindness of strangers
Tying cherry knots
Smiling, doing party favors
Put your red dress on, put your lipstick on
Sing your song, song, now the camera's on
And you're alive again

Mon amour, je sais que tu m'aimes aussi
Tu as besoin de moi, tu as besoin de moi dans ta vie
Tu ne peux vivre sans moi
Et je mourrais sans toi
Je tuerais pour toi

The boys, the girls
They all like Carmen
She gives them butterflies
Bats her cartoon eyes
She laughs like God
Her mind's like a diamond
Audiotune lies
She's still shinin'
Like lightning, whoa, whoa
White lightning
Like lightning, whoa, whoa
White lightning
Darlin', darlin'
Doesn't have a problem
Lyin' to herself
'Cause her liquor's top shelf124EmbedShare URLCopyEmbedCopy"
Lana Del Rey,Off to the Races,"My old man is a bad man
But I can't deny the way he holds my hand
And he grabs me, he has me by my heart
He doesn't mind I have a Las Vegas past
He doesn't mind I have a L.A. crass way about me
He loves me with every beat of his cocaine heart

Swimming pool, glimmering darling
White bikini off with my red nail polish
Watch me in the swimming pool
Bright blue ripples
You sittin', sippin' on your Black Cristal
Oh yeah

Light of my life, fire of my loins
Be a good baby, do what I want
Light of my life, fire of my loins
Gimme them gold coins
Gimme them coins

And I'm off to the races
Cases of Bacardi chasers
Chasing me all over town
'Cause he knows I'm wasted
Facing time again at Rikers Island
And I won't get out
Because I'm crazy, baby
I need you to come here and save me
I'm your little scarlet, starlet
Singing in the garden
Kiss me on my open mouth
Ready for you
My old man is a tough man
But he got a soul as sweet as blood red jam
And he shows me, he knows me, every inch of my tar black soul
He doesn't mind I have a flat, broke-down life
In fact, he says he thinks it's what he might like about me
Admires me, the way I roll like a rollin' stone

Likes to watch me in the glass room, bathroom
Chateau Marmont, slippin' on my red dress, puttin' on my makeup
Glass room, perfume, cognac, lilac fumes
Says it feels like heaven to him

Light of his life, fire of his loins
Keep me forever, tell me you own me
Light of your life, fire of your loins
Tell me you own me
Gimme them coins

And I'm off to the races
Cases of Bacardi chasers
Chasing me all over town
'Cause he knows I'm wasted
Facing time again at Rikers Island
And I won't get out
Because I'm crazy, baby
I need you to come here and save me
I'm your little scarlet, starlet
Singing in the garden
Kiss me on my open mouth
Yo, I'm off to the races, laces
Leather on my waist is tight and I am falling down
I can see your face is shameless
Cipriani's basement
Love you, but I'm going down
God, I'm so crazy, baby
I'm sorry that I'm misbehaving
I'm your little harlot, starlet
Queen of Coney Island
Raising hell all over town
Sorry 'bout it

My old man is a thief
And I'm gonna stay and pray with him 'til the end
But I trust in the decision of the Lord
To watch over us
Take him when He may, if He may
I'm not afraid to say that I'd die without him
Who else is gonna put up with me this way?
I need you, I breathe you, I'd never leave you
They would rue the day I was alone without you
You're lying with your gold chain on
Cigar hanging from your lips
I said, ""Hon', you never looked so beautiful
As you do now, my man""
And we're off to the races, places
Ready, set, the gate is down and now we're goin' in
To Las Vegas, chaos, Casino Oasis
Honey, it is time to spin
Boy, you're so crazy, baby
I love you forever, not maybe
You are my one true love
You are my one true love

You are my one true love335EmbedShare URLCopyEmbedCopy"
Lana Del Rey,Blue Jeans,"Blue jeans, white shirt
Walked into the room, you know you made my eyes burn
It was like James Dean for sure
You're so fresh to death and sick as ca-cancer
You were sorta punk rock, I grew up on hip hop
But you fit me better than my favorite sweater
And I know that love is mean (Oh-oh) and love hurts (Oh-oh)
But I still remember that day we met in December, oh, baby

I will love you 'til the end of time
I would wait a million years
Promise you'll remember that you're mine
Baby, can you see through the tears?
Love you more than those bitches before
Say you'll remember (Oh, baby), say you'll remember
Oh, baby, ooh—I will love you till the end of time

Big dreams, gangsta
Said you had to leave to start your life over
I was like, ""No, please—stay here
We don't need no money, we could make it all work""
But he headed out on Sunday, said he'd come home Monday
I stayed up waiting, anticipating, and pacing
But he was chasing (Oh-oh) paper (Oh-oh)
Caught up in the game, that was the last I heard
I will love you 'til the end of time
I would wait a million years
Promise you'll remember that you're mine
Baby, can you see through the tears?
Love you more than those bitches before
Say you'll remember (Oh, baby), say you'll remember
Oh, baby, ooh—I will love you till the end of time

You went out every night, and baby, that's alright
I told you that no matter what you did, I'd be by your side
'Cause I'ma ride or die, whether you fail or fly
Well, shit, at least you tried
But when you walked out that door, a piece of me died
Told you I wanted more; that's not what I had in mind
I just want it like before, we were dancing all night
Then they took you away, stole you out of my life
You just need to remember

I will love you 'til the end of time
I would wait a million years
Promise you'll remember that you're mine
Baby, can you see through the tears?
Love you more than those bitches before
Say you'll remember (Oh, baby), say you'll remember
Oh, baby, ooh—I will love you till the end of time189EmbedShare URLCopyEmbedCopy"
Lana Del Rey,National Anthem,"Money is the anthem of success
So before we go out, what's your address?

I'm your national anthem
God, you're so handsome
Take me to the Hamptons, Bugatti Veyron
He loves to romance 'em
Reckless abandon
Holdin' me for ransom, upper echelon
He says to be cool, but I don't know how yet
Wind in my hair, hand on the back of my neck
I said, ""Can we party later on?"" He said, ""Yes"" (Yes, yes)

Tell me I'm your national anthem
(Booyah, baby, bow down, making me say wow now)
Tell me I'm your national anthem
(Sugar sugar, how now, take your body downtown)
Red, white, blue is in the sky
Summer's in the air and, baby, heaven's in your eyes
I'm your national anthem
Money is the reason we exist
Everybody knows it, it's a fact
Kiss, kiss

I sing the national anthem while I'm standin' over your body
Hold you like a python
And you can't keep your hands off me or your pants on
See what you've done to me, King of Chevron?
He said to be cool, but I'm already coolest
I said to get real, don't you know who you're dealing with?
Um, do you think you'll buy me lots of diamonds?
(""Yes, of course I will, my darling"")

Tell me I'm your national anthem
(Booyah, baby, bow down, making me say wow now)
Tell me I'm your national anthem
(Sugar sugar, how now, take your body downtown)
Red, white, blue is in the sky
Summer's in the air and, baby, heaven's in your eyes
I'm your national anthem

It's a love story for the new age
For the sixth page
We're on a quick, sick rampage
Wining and dining, drinking and driving
Excessive buying, overdose and dying
On our drugs and our love and our dreams and our rage
Blurring the lines between real and the fake
Dark and lonely, I need somebody to hold me
He will do very well, I can tell, I can tell
Keep me safe in his belltower hotel
Money is the anthem of success
So put on mascara and your party dress
I'm your national anthem
Boy, put your hands up
Give me a standing ovation
Boy, you have landed
Babe, in the land of
Sweetness and danger, Queen of Saigon

Tell me I'm your national anthem
(Booyah, baby, bow down, making me say wow now)
Tell me I'm your national anthem
(Sugar sugar, how now, take your body downtown)
Red, white, blue is in the sky
Summer's in the air and, baby, heaven's in your eyes
I'm your national anthem

Money is the anthem
God, you're so handsome
Money is the anthem of success
Money is the anthem
God, you're so handsome
Money is the anthem of success
Money is the anthem
God, you're so handsome
Money is the anthem of success
Money is the anthem
God, you're so handsome
Money is the anthem of success332EmbedShare URLCopyEmbedCopy"
Lana Del Rey,Doin’ Time,"Summertime, and the livin's easy
Bradley's on the microphone with Ras MG
All the people in the dance will agree
That we're well-qualified to represent the L.B.C.
Me, me and Louie, we gonna run to the party
And dance to the rhythm, it gets harder

Me and my girl, we got this relationship
I love her so bad, but she treats me like shit
On lockdown, like a penitentiary
She spreads her lovin' all over
And when she gets home, there's none left for me

Summertime, and the livin's easy
Bradley's on the microphone with Ras MG
All the people in the dance will agree
That we're well-qualified to represent the L.B.C.
Me, me and Louie, we gonna run to the party
And dance to the rhythm, it gets harder
(Harder, yeah, harder, yeah)

Oh, take this veil from off my eyes
My burning sun will, some day, rise
So, what am I gonna be doin' for a while?
Said, I'm gonna play with myself
Show them how we come off the shelf
Summertime, and the livin's easy
Bradley's on the microphone with Ras MG
All the people in the dance will agree
That we're well-qualified to represent the L.B.C.
Me, me and Louie, we gonna run to the party
And dance to the rhythm, it gets harder
(Harder, yeah, harder, yeah)

Evil, we've come to tell you that she's evil, most definitely
Evil, ornery, scandalous and evil, most definitely
The tension, it's getting hotter
I'd like to hold her head underwater
(Summertime)
(Ah, ah, ah)

Summertime, and the livin's easy
Bradley's on the microphone with Ras MG
All the people in the dance will agree
That we're well-qualified to represent the L.B.C.
Me, me and Louie, we gonna run to the party
And dance to the rhythm, it gets harder147EmbedShare URLCopyEmbedCopy"
